Name,Tags,Read,Authors,Ranking,Created,URL,Remarques,Durée,Date
Stratégie et management de l’innovation : Entre opportunités et turbulences,Innovation,Yes,,,"June 3, 2022 4:36 PM",https://www.usinenouvelle.com/article/strategie-et-management-de-l-innovation-entre-opportunites-et-turbulences.N1802677,,417,
Steve Blank Why Innovation Heroes are a Sign of a Dysfunctional Organization,Innovation,Yes,,,"June 3, 2022 4:36 PM",https://steveblank.com/2021/08/25/why-innovation-heroes-are-a-sign-of-a-dysfunctional-organization/,,417,
Today is the “Most Dangerous Time” for Established Companies — Here’s How to Scenario Plan - Senior Executive,Innovation,Yes,,,"June 3, 2022 4:36 PM",https://seniorexecutive.com/today-is-the-most-dangerous-time-for-established-companies-heres-how-to-scenario-plan/,,417,
"To Innovate Like a Startup, Make Decisions Like VCs Do",Innovation,Yes,,,"June 3, 2022 4:36 PM",https://hbr.org/2018/05/to-innovate-like-a-startup-make-decisions-like-vcs-do,,417,
The Five Whys for Start-Ups,Innovation,Yes,,,"June 3, 2022 4:35 PM",https://hbr.org/2010/04/the-five-whys-for-startups,,417,
Cram Down -- A Test of Character for VCs and Founders | LinkedIn,Innovation,Yes,,,"June 3, 2022 4:35 PM",https://www.linkedin.com/pulse/cram-down-test-character-vcs-founders-steve-blank/?trackingId=j%2BjgQwTx%2BbIq3lAaW%2F358Q%3D%3D,,417,
"» Innovation : soyez « l’oiseau », pas le « dinosaure »",Innovation,Yes,,,"June 3, 2022 4:35 PM",https://www.hbrfrance.fr/chroniques-experts/2022/04/44974-innovation-soyez-loiseau-pas-le-dinosaure/,,417,
The 12 Agile Project Management Principles Explained,Innovation,Yes,,,"June 3, 2022 4:35 PM",https://kanbanize.com/agile/project-management/principles,,417,
The Guide to Modern Data Architecture | Future,DIGITAL,No,,,"June 3, 2022 4:30 PM",https://future.com/emerging-architectures-modern-data-infrastructure/,,417,
"How Web 3 Will Redefine Scarcity, Experiences, Communities and Culture",DIGITAL,No,,,"June 3, 2022 4:30 PM",https://media-exp1.licdn.com/dms/document/C561FAQEN3e8Yh7il5g/feedshare-document-pdf-analyzed/0/1649140020024?e=2147483647&t=VqH2sP0pSX3Y4xgIs8-GfRxyGVsc_9Ub_F6wGhHCt4Q&v=beta,,417,
What Your Innovation Process Should Look Like,Innovation,Yes,Steve Blank,5-Stars,"June 3, 2022 4:30 PM",https://hbr.org/2017/09/what-your-innovation-process-should-look-like,,417,
"Innovation theatre doesn’t just kill startups. It kills innovation managers, too | Sifted",Innovation,Yes,,3-Stars,"June 3, 2022 4:30 PM",https://sifted.eu/articles/innovation-theatre-kills-managers/,,417,
Why the Lean Start-Up Changes Everything,Innovation,No,Steve Blank,,"June 3, 2022 4:29 PM",https://hbr.org/2013/05/why-the-lean-start-up-changes-everything,,417,
Steve Blank How companies strangle innovation – and how you can get it right,Innovation,No,,,"June 3, 2022 4:29 PM",https://steveblank.com/2017/09/14/how-companies-strangle-innovation/,,417,
The Best Online Innovation Courses to Unlock your Innovation Potential,Innovation,No,,,"June 3, 2022 4:29 PM",https://www.viima.com/the-innovation-archive/8-best-innovation-courses,,417,
Key Innovation Management Models and Theories,Innovation,No,,,"June 3, 2022 4:29 PM",https://www.viima.com/blog/innovation-management-models,,417,
Disruptive Technologies: Catching the Wave,Innovation,No,,,"June 3, 2022 4:29 PM",https://hbr.org/1995/01/disruptive-technologies-catching-the-wave,,417,
The Ambidextrous Organization,Innovation,No,"O'Reilly, Tushman",5-Stars,"June 3, 2022 4:29 PM",https://hbr.org/2004/04/the-ambidextrous-organization,,417,
Les sources philosophiques de la pensée de Poutine | Conflits : Revue de Géopolitique,FOOD4THOUGHTS,No,,,"June 3, 2022 4:28 PM",https://www.revueconflits.com/vladimir-poutine-philosophie-russie-etienne-de-floirac/,,417,
How the Metaverse Could Change Work,DIGITAL,No,,,"June 3, 2022 4:28 PM",https://hbr.org/2022/04/how-the-metaverse-could-change-work,,417,
The Rise of the “Corporate Nomad”,MANAGEMENT,No,,,"June 3, 2022 4:28 PM",https://hbr.org/2022/03/the-rise-of-the-corporate-nomad,,417,
This time it’s personal: Shaping the ‘new possible’ through employee experience,MANAGEMENT,Yes,McKinsey,4-Stars,"June 3, 2022 4:28 PM",https://www.mckinsey.com/business-functions/people-and-organizational-performance/our-insights/this-time-its-personal-shaping-the-new-possible-through-employee-experience,"Taking a systematic approach to EX
https://www.mckinsey.com/business-functions/growth-marketing-and-sales/our-insights/building-a-design-driven-culture, which uses both data and empathy to put employees at the center of the problem-solving equation, is a useful model for leaders to use to help them understand what matters most to their employees. It’s the same thinking that has transformed https://www.mckinsey.com/business-functions/growth-marketing-and-sales/our-insights/the-three-building-blocks-of-successful-customer-experience-transformations over the past decade, turning the lens internally to ask the same questions about employees.",417,
"Ethereum’s big switch to proof of stake, explained | MIT Technology Review",DIGITAL,No,,,"June 3, 2022 4:28 PM",https://www.technologyreview.com/2022/03/04/1046636/ethereum-blockchain-proof-of-stake/,,417,
The Future of the Web Is Marketing Copy Generated by Algorithms | WIRED,DIGITAL,No,,,"June 3, 2022 4:27 PM",https://www.wired.com/story/ai-generated-marketing-content/,,417,
UX Design & Recherche utilisateur - onepoint,Innovation,No,,,"June 3, 2022 4:27 PM",https://www.groupeonepoint.com/fr/nos-publications/ux-design-recherche-utilisateur/,,417,
A neuroscientist debunks the biggest productivity myths | BBC Science Focus Magazine,FOOD4THOUGHTS,No,,,"June 3, 2022 4:27 PM",https://www.sciencefocus.com/the-human-body/productivity-myths/,,417,
Elon Musk: A future worth getting excited about | TED Talk,MOBILITY,No,,,"June 3, 2022 4:27 PM",https://www.ted.com/talks/elon_musk_a_future_worth_getting_excited_about,,417,
Blockchain Today and Tomorrow: A Quick Guide,DIGITAL,No,,,"June 3, 2022 4:27 PM",https://www.gartner.com/en/articles/what-is-blockchain,,417,
Blue Ocean Strategy,Innovation,Yes,"Kim, Mauborgne",,"June 3, 2022 4:26 PM",https://hbr.org/2004/10/blue-ocean-strategy,,417,
5 Principles For The Manager Creating Innovation Deal Flow,Innovation,No,,,"June 3, 2022 4:26 PM",https://www.bmnt.com/post/5-principles-for-the-manager-creating-innovation-deal-flow,,417,
Act Like a Scientist,Innovation,No,,,"June 3, 2022 4:26 PM",https://www.instapaper.com/read/1502527068,,417,
The Innovation Value Chain,Innovation,No,,,"June 3, 2022 4:26 PM",https://hbr.org/2007/06/the-innovation-value-chain,,417,
This Eminent Scientist Says Climate Activists Need to Get Real - The New York Times,FOOD4THOUGHTS,No,,,"June 3, 2022 4:26 PM",https://www.nytimes.com/interactive/2022/04/25/magazine/vaclav-smil-interview.html,,417,
Building a Culture of Experimentation,Innovation,No,,,"June 3, 2022 4:25 PM",https://hbr.org/2020/03/building-a-culture-of-experimentation,,417,
The Discipline of Business Experimentation,Innovation,No,,,"June 3, 2022 4:25 PM",https://hbr.org/2014/12/the-discipline-of-business-experimentation,,417,
What Is Web3?,DIGITAL,No,,,"June 3, 2022 4:25 PM",https://hbr.org/2022/05/what-is-web3,,417,
Smart Factory – Hyundai Motor Group TECH,MOBILITY,No,,,"June 3, 2022 4:24 PM",https://tech.hyundaimotorgroup.com/convergence/smart-factory/,,417,
"""We invest in business model innovation"" | Tech For Impact","Innovation, Sustainability, Venture Builder",Yes,WaveMaker Impact,3-Stars,"June 3, 2022 4:20 PM",https://techforimpact.asia/we-invest-in-business-model-innovation/,,417,
Why France is struggling with intrapreneurship | Sifted,"Innovation, Intrapreneurship",Yes,,4-Stars,"June 3, 2022 4:05 PM",https://sifted.eu/articles/intrapreneurship-france-corporate-innovation/,Faire une analyse des programmes et tendances intraprenariat,417,
Scale-Up Program Singapore,,,,,"July 17, 2023 11:40 AM",https://www.enterprisesg.gov.sg/grow-your-business/boost-capabilities/growth-and-transformation/scale-up,,8,
Stanford CRFM,,,,,"July 17, 2023 11:47 AM",https://crfm.stanford.edu/2023/06/15/eu-ai-act.html,,8,
Stanford CRFM,,,,,"July 17, 2023 11:48 AM",https://crfm.stanford.edu/2023/06/15/eu-ai-act.html,,8,
Stanford CRFM - AI Foundation Model EU Regulation,"DIGITAL, IA",,,4-Stars,"July 17, 2023 11:49 AM",https://crfm.stanford.edu/2023/06/15/eu-ai-act.html,,8,
Managing complexity in embedded systems | McKinsey,,,,,"July 17, 2023 1:26 PM",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/cracking-the-complexity-code-in-embedded-systems-development,,8,
Managing complexity in embedded systems | McKinsey,,,,,"July 17, 2023 1:30 PM",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/cracking-the-complexity-code-in-embedded-systems-development#/,,8,
Digital R&D: when the model becomes the product - Kearney,,,,,"July 17, 2023 1:43 PM",https://www.kearney.com/industry/technology/article/-/insights/digital-r-d-when-the-model-becomes-the-product,,8,
Managing complexity in embedded systems | McKinsey,,,,,"July 17, 2023 2:56 PM",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/cracking-the-complexity-code-in-embedded-systems-development#/,,8,
Investing in Growth Through Uncertainty,,,,,"July 18, 2023 11:40 PM",https://hbr.org/2023/07/investing-in-growth-through-uncertainty,,7,
Investing in Growth Through Uncertainty,,,,,"July 18, 2023 11:40 PM",https://hbr.org/2023/07/investing-in-growth-through-uncertainty,,7,
« Il est nécessaire de pousser les salariés à porter des visions radicales »,,,,,"July 20, 2023 12:54 AM",https://usbeketrica.com/fr/article/il-est-necessaire-de-pousser-les-salaries-a-porter-des-visions-radicales,,6,
TypeChat de Microsoft relie la programmation des apps et les LLM,,,,,"July 25, 2023 9:00 PM",https://www.lemondeinformatique.fr/actualites/lire-typechat-de-microsoft-relie-la-programmation-des-apps-et-les-llm-91094.html,,0,
